Latitude (decimal degrees):	34.057
Longitude (decimal degrees):	-6.768
Elevation (m):	74
Radiation database:	PVGIS-SARAH3


Slope: 32 deg. (optimum)
Azimuth: 3 deg. (optimum)
Nominal power of the PV system (CIS) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200715:1209,700.54,973.26,76.49,34.1,2.48,0.0
20200715:1309,702.77,971.04,75.08,34.63,3.1,0.0
20200715:1409,663.95,905.39,65.29,34.75,3.45,0.0
20200715:1509,561.67,751.75,53.38,34.44,3.72,0.0
20200715:1609,420.75,562.32,41.01,33.67,3.79,0.0
20200715:1709,239.0,341.67,28.62,32.63,3.38,0.0
20200715:1809,72.06,136.37,16.46,31.4,2.69,0.0
20200715:1909,7.92,25.06,4.71,29.84,1.79,0.0
20200715:2009,0.0,0.0,0.0,28.18,1.17,0.0
20200715:2109,0.0,0.0,0.0,27.12,0.76,0.0
20200715:2209,0.0,0.0,0.0,26.06,0.97,0.0
20200715:2309,0.0,0.0,0.0,25.28,1.24,0.0
20200716:0009,0.0,0.0,0.0,24.73,1.38,0.0
20200716:0109,0.0,0.0,0.0,24.11,1.24,0.0
20200716:0209,0.0,0.0,0.0,23.88,1.03,0.0
20200716:0309,0.0,0.0,0.0,23.17,1.24,0.0
20200716:0409,0.0,0.0,0.0,22.51,1.31,0.0
20200716:0509,0.0,0.0,0.0,22.31,1.31,0.0
20200716:0609,20.76,40.28,7.25,22.34,1.17,0.0
20200716:0709,87.51,151.21,19.12,24.57,0.34,0.0
20200716:0809,246.56,348.24,31.36,28.32,0.62,0.0
20200716:0909,415.71,561.35,43.77,30.9,0.76,0.0
20200716:1009,549.93,752.45,56.08,33.31,0.9,0.0
20200716:1109,631.09,882.6,67.72,35.64,1.31,0.0
20200716:1209,677.27,952.31,76.33,37.14,2.28,0.0
20200716:1309,684.19,949.92,74.96,37.25,3.38,0.0
20200716:1409,643.47,875.96,65.21,36.39,4.0,0.0
20200716:1509,548.07,735.27,53.33,35.19,3.66,0.0
20200716:1609,408.92,552.0,40.96,34.34,2.55,0.0
20200716:1709,231.92,334.01,28.57,33.32,2.55,0.0
20200716:1809,71.29,134.8,16.39,31.67,2.55,0.0
20200716:1909,7.35,24.17,4.64,30.05,2.76,0.0
20200716:2009,0.0,0.0,0.0,28.32,2.76,0.0
20200716:2109,0.0,0.0,0.0,27.43,2.28,0.0
20200716:2209,0.0,0.0,0.0,26.94,2.14,0.0
20200716:2309,0.0,0.0,0.0,26.44,2.34,0.0
20200717:0009,0.0,0.0,0.0,26.05,2.34,0.0
20200717:0109,0.0,0.0,0.0,25.68,2.07,0.0
20200717:0209,0.0,0.0,0.0,25.36,1.66,0.0
20200717:0309,0.0,0.0,0.0,24.92,1.66,0.0
20200717:0409,0.0,0.0,0.0,24.36,2.0,0.0
20200717:0509,0.0,0.0,0.0,23.75,1.93,0.0
20200717:0609,19.64,39.38,7.14,23.51,1.79,0.0
20200717:0709,83.48,149.9,19.01,24.88,1.72,0.0
20200717:0809,255.45,357.77,31.26,27.47,1.72,0.0
20200717:0909,419.64,561.85,43.67,30.39,1.52,0.0
20200717:1009,560.92,765.17,55.98,33.27,1.24,0.0
20200717:1109,643.99,902.55,67.6,35.44,1.31,0.0
20200717:1209,686.54,963.32,76.17,36.45,2.34,0.0
20200717:1309,699.58,971.68,74.83,36.28,3.24,0.0
20200717:1409,658.66,896.54,65.13,35.24,3.72,0.0
20200717:1509,564.83,752.19,53.27,33.62,3.93,0.0
20200717:1609,416.98,553.45,40.9,31.74,3.66,0.0
20200717:1709,195.98,276.35,28.51,29.9,3.17,0.0
20200717:1809,67.19,110.66,16.33,28.24,2.34,0.0
20200717:1909,5.5,18.8,4.57,26.59,1.93,0.0
20200717:2009,0.0,0.0,0.0,25.09,1.66,0.0
20200717:2109,0.0,0.0,0.0,24.19,1.38,0.0
20200717:2209,0.0,0.0,0.0,23.5,1.45,0.0
20200717:2309,0.0,0.0,0.0,22.94,1.72,0.0
20200718:0009,0.0,0.0,0.0,22.5,1.86,0.0
20200718:0109,0.0,0.0,0.0,22.21,1.86,0.0
20200718:0209,0.0,0.0,0.0,21.77,1.86,0.0
20200718:0309,0.0,0.0,0.0,21.47,1.66,0.0
20200718:0409,0.0,0.0,0.0,21.22,1.45,0.0
20200718:0509,0.0,0.0,0.0,20.91,1.38,0.0
20200718:0609,20.19,38.49,7.03,20.86,1.1,0.0
20200718:0709,90.23,135.66,18.91,21.96,1.03,0.0
20200718:0809,265.78,366.2,31.16,23.47,0.97,0.0
20200718:0909,445.47,590.98,43.57,25.88,0.62,0.0
20200718:1009,583.26,789.71,55.88,28.32,0.55,0.0
20200718:1109,670.32,921.0,67.47,30.45,1.52,0.0
20200718:1209,717.88,992.57,76.0,31.67,2.34,0.0
20200718:1309,722.64,996.23,74.69,32.11,2.76,0.0
20200718:1409,680.8,924.66,65.05,32.04,3.03,0.0
20200718:1509,588.78,784.85,53.2,31.53,3.1,0.0
20200718:1609,445.67,590.08,40.84,30.5,3.17,0.0
20200718:1709,258.6,363.74,28.45,29.15,3.03,0.0
20200718:1809,72.27,140.41,16.26,27.5,2.76,0.0
20200718:1909,8.31,23.27,4.48,25.86,2.28,0.0
20200718:2009,0.0,0.0,0.0,24.1,1.86,0.0
20200718:2109,0.0,0.0,0.0,23.04,1.31,0.0
20200718:2209,0.0,0.0,0.0,22.19,0.69,0.0
20200718:2309,0.0,0.0,0.0,21.13,0.9,0.0
20200719:0009,0.0,0.0,0.0,20.67,1.1,0.0
20200719:0109,0.0,0.0,0.0,20.56,0.97,0.0
20200719:0209,0.0,0.0,0.0,20.42,0.9,0.0
20200719:0309,0.0,0.0,0.0,20.61,0.76,0.0
20200719:0409,0.0,0.0,0.0,20.21,0.9,0.0
20200719:0509,0.0,0.0,0.0,19.96,0.97,0.0
20200719:0609,19.9,37.59,6.91,20.09,0.9,0.0
20200719:0709,95.12,148.84,18.81,21.72,0.97,0.0
20200719:0809,253.06,349.65,31.06,24.63,1.1,0.0
20200719:0909,438.81,583.53,43.48,27.17,0.83,0.0
20200719:1009,571.31,773.34,55.77,29.58,0.76,0.0
20200719:1109,661.91,912.21,67.35,31.7,1.52,0.0
20200719:1209,701.8,969.5,75.83,32.85,2.48,0.0
20200719:1309,695.4,951.85,74.54,33.04,3.17,0.0
20200719:1409,671.38,906.48,64.96,32.61,3.59,0.0
20200719:1509,568.52,753.47,53.13,31.91,3.72,0.0
20200719:1609,426.1,563.71,40.78,30.9,3.59,0.0
20200719:1709,214.22,300.98,28.38,29.72,3.17,0.0
20200719:1809,71.47,135.64,16.18,28.47,2.62,0.0
20200719:1909,7.47,22.38,4.4,26.79,2.48,0.0
20200719:2009,0.0,0.0,0.0,24.77,2.14,0.0
20200719:2109,0.0,0.0,0.0,23.72,1.45,0.0
20200719:2209,0.0,0.0,0.0,23.12,0.9,0.0
20200719:2309,0.0,0.0,0.0,22.42,0.62,0.0
20200720:0009,0.0,0.0,0.0,21.58,1.03,0.0
20200720:0109,0.0,0.0,0.0,21.13,1.17,0.0
20200720:0209,0.0,0.0,0.0,21.04,1.03,0.0
20200720:0309,0.0,0.0,0.0,21.63,0.55,0.0
20200720:0409,0.0,0.0,0.0,21.65,0.41,0.0
20200720:0509,0.0,0.0,0.0,20.26,0.97,0.0
20200720:0609,16.26,32.22,6.8,20.01,1.31,0.0
20200720:0709,90.03,137.77,18.7,22.68,0.83,0.0
20200720:0809,200.74,277.28,30.96,25.12,1.03,0.0
20200720:0909,367.82,488.34,43.38,27.25,1.45,0.0
20200720:1009,530.37,704.86,55.67,29.2,2.0,0.0
20200720:1109,622.45,837.67,67.22,30.63,2.55,0.0
20200720:1209,707.72,964.12,75.65,31.46,3.1,0.0
20200720:1309,701.7,952.24,74.39,31.71,3.45,0.0
20200720:1409,617.85,826.14,64.86,31.65,3.59,0.0
20200720:1509,518.27,686.25,53.06,31.31,3.38,0.0
20200720:1609,420.91,557.13,40.71,30.83,3.45,0.0
20200720:1709,202.45,284.81,28.31,29.97,3.52,0.0
20200720:1809,74.13,124.34,16.1,28.97,3.45,0.0
20200720:1909,2.29,12.53,4.31,26.67,4.07,0.0
20200720:2009,0.0,0.0,0.0,24.81,3.86,0.0
20200720:2109,0.0,0.0,0.0,23.59,3.52,0.0
20200720:2209,0.0,0.0,0.0,22.88,3.1,0.0
20200720:2309,0.0,0.0,0.0,22.4,2.69,0.0
20200721:0009,0.0,0.0,0.0,22.1,2.55,0.0
20200721:0109,0.0,0.0,0.0,21.81,2.41,0.0
20200721:0209,0.0,0.0,0.0,21.52,2.34,0.0
20200721:0309,0.0,0.0,0.0,21.35,2.21,0.0
20200721:0409,0.0,0.0,0.0,21.22,1.86,0.0
20200721:0509,0.0,0.0,0.0,21.07,1.93,0.0
20200721:0609,15.31,31.33,6.68,20.92,2.07,0.0
20200721:0709,67.71,102.92,18.59,21.62,2.21,0.0
20200721:0809,108.8,155.59,30.86,22.96,2.14,0.0
20200721:0909,150.53,209.53,43.28,24.6,2.07,0.0
20200721:1009,393.22,516.7,55.56,26.36,2.28,0.0
20200721:1109,671.33,899.25,67.08,27.88,2.41,0.0
20200721:1209,719.02,976.38,75.47,28.96,2.62,0.0
20200721:1309,719.23,974.24,74.23,29.42,2.97,0.0
20200721:1409,672.84,899.04,64.76,29.44,3.24,0.0
20200721:1509,579.48,761.79,52.97,28.99,3.31,0.0
20200721:1609,432.42,566.86,40.63,28.05,3.17,0.0
20200721:1709,247.74,345.81,28.23,27.11,2.62,0.0
20200721:1809,72.87,134.86,16.02,25.95,2.76,0.0
20200721:1909,7.47,20.59,4.21,23.65,2.28,0.0
20200721:2009,0.0,0.0,0.0,22.42,2.0,0.0
20200721:2109,0.0,0.0,0.0,21.75,1.24,0.0
20200721:2209,0.0,0.0,0.0,21.28,0.83,0.0
20200721:2309,0.0,0.0,0.0,20.51,0.97,0.0
20200722:0009,0.0,0.0,0.0,20.06,0.9,0.0
20200722:0109,0.0,0.0,0.0,19.62,0.97,0.0
20200722:0209,0.0,0.0,0.0,19.88,0.76,0.0
20200722:0309,0.0,0.0,0.0,20.08,0.48,0.0
20200722:0409,0.0,0.0,0.0,19.9,0.14,0.0
20200722:0509,0.0,0.0,0.0,19.76,0.14,0.0
20200722:0609,18.81,35.8,6.56,19.63,0.21,0.0
20200722:0709,83.56,149.64,18.48,19.9,0.48,0.0
20200722:0809,268.85,370.3,30.76,22.39,0.62,0.0
20200722:0909,450.68,593.16,43.18,24.45,0.83,0.0
20200722:1009,591.17,787.03,55.45,26.45,1.24,0.0
20200722:1109,680.61,924.02,66.95,28.21,1.72,0.0
20200722:1209,721.47,987.32,75.29,29.66,2.41,0.0
20200722:1309,725.02,985.22,74.07,30.22,3.17,0.0
20200722:1409,682.89,914.71,64.65,30.13,3.52,0.0
20200722:1509,588.57,776.05,52.89,29.66,3.45,0.0
20200722:1609,446.11,585.91,40.55,28.96,3.45,0.0
20200722:1709,258.18,360.53,28.14,27.95,3.24,0.0
20200722:1809,72.07,138.82,15.93,26.62,2.97,0.0
20200722:1909,7.66,21.48,4.11,24.7,2.62,0.0
20200722:2009,0.0,0.0,0.0,23.25,2.21,0.0
20200722:2109,0.0,0.0,0.0,22.26,1.79,0.0
20200722:2209,0.0,0.0,0.0,21.61,1.38,0.0
20200722:2309,0.0,0.0,0.0,20.86,0.97,0.0
20200723:0009,0.0,0.0,0.0,20.31,0.83,0.0
20200723:0109,0.0,0.0,0.0,20.12,0.83,0.0
20200723:0209,0.0,0.0,0.0,19.43,1.03,0.0
20200723:0309,0.0,0.0,0.0,18.76,1.38,0.0
20200723:0409,0.0,0.0,0.0,18.52,1.38,0.0
20200723:0509,0.0,0.0,0.0,18.4,1.24,0.0
20200723:0609,18.07,34.01,6.44,18.63,1.17,0.0
20200723:0709,83.47,149.26,18.38,20.11,1.1,0.0
20200723:0809,270.74,371.68,30.66,22.06,0.9,0.0
20200723:0909,445.88,589.63,43.07,24.84,0.48,0.0
20200723:1009,588.56,787.76,55.34,27.36,1.1,0.0
20200723:1109,674.98,919.1,66.81,29.32,1.79,0.0
20200723:1209,722.75,992.9,75.09,30.82,2.55,0.0
20200723:1309,725.52,990.88,73.9,31.44,3.24,0.0
20200723:1409,680.1,914.5,64.53,31.41,3.66,0.0
20200723:1509,592.97,784.24,52.79,30.99,3.79,0.0
20200723:1609,444.45,585.62,40.46,30.21,3.72,0.0
20200723:1709,254.33,356.62,28.06,29.11,3.52,0.0
20200723:1809,72.93,136.18,15.83,27.7,3.03,0.0
20200723:1909,6.8,20.59,4.0,25.7,2.48,0.0
20200723:2009,0.0,0.0,0.0,24.29,1.79,0.0
20200723:2109,0.0,0.0,0.0,23.47,1.17,0.0
20200723:2209,0.0,0.0,0.0,22.73,0.97,0.0
20200723:2309,0.0,0.0,0.0,21.74,0.97,0.0
20200724:0009,0.0,0.0,0.0,21.27,1.03,0.0
20200724:0109,0.0,0.0,0.0,20.93,1.03,0.0
20200724:0209,0.0,0.0,0.0,20.39,1.17,0.0
20200724:0309,0.0,0.0,0.0,19.63,1.31,0.0
20200724:0409,0.0,0.0,0.0,19.07,1.45,0.0
20200724:0509,0.0,0.0,0.0,18.89,1.52,0.0
20200724:0609,17.37,33.12,6.32,18.86,1.52,0.0
20200724:0709,82.51,147.27,18.26,21.08,1.03,0.0
20200724:0809,261.63,360.95,30.55,23.63,1.1,0.0
20200724:0909,419.56,553.43,42.97,25.93,1.24,0.0
20200724:1009,562.03,746.96,55.23,27.85,1.66,0.0
20200724:1109,676.03,917.78,66.67,29.54,2.07,0.0
20200724:1209,719.23,985.76,74.9,30.77,2.62,0.0
20200724:1309,724.55,989.61,73.72,31.37,3.17,0.0
20200724:1409,679.16,914.23,64.41,31.41,3.52,0.0
20200724:1509,585.74,774.49,52.7,31.01,3.72,0.0
20200724:1609,445.42,586.82,40.37,30.14,3.66,0.0
20200724:1709,257.58,361.5,27.96,29.06,3.31,0.0
20200724:1809,70.35,137.82,15.73,27.72,2.76,0.0
20200724:1909,6.18,19.69,3.89,26.04,2.21,0.0
20200724:2009,0.0,0.0,0.0,24.56,1.66,0.0
20200724:2109,0.0,0.0,0.0,23.68,1.03,0.0
20200724:2209,0.0,0.0,0.0,23.0,0.55,0.0
20200724:2309,0.0,0.0,0.0,21.83,0.9,0.0
20200725:0009,0.0,0.0,0.0,21.06,1.17,0.0
20200725:0109,0.0,0.0,0.0,20.53,1.24,0.0
20200725:0209,0.0,0.0,0.0,20.22,1.24,0.0
20200725:0309,0.0,0.0,0.0,19.65,1.31,0.0
20200725:0409,0.0,0.0,0.0,19.06,1.45,0.0
20200725:0509,0.0,0.0,0.0,18.84,1.45,0.0
20200725:0609,17.95,34.01,6.2,18.92,1.31,0.0
20200725:0709,91.74,145.51,18.15,21.1,0.69,0.0
20200725:0809,261.94,362.02,30.45,23.36,0.69,0.0
20200725:0909,441.06,583.06,42.86,25.89,0.9,0.0
20200725:1009,583.07,778.99,55.11,28.02,1.38,0.0
20200725:1109,671.52,909.99,66.52,29.76,2.21,0.0
20200725:1209,720.21,982.66,74.7,30.79,2.97,0.0
20200725:1309,722.16,981.58,73.53,31.19,3.45,0.0
20200725:1409,674.94,906.21,64.28,31.17,3.59,0.0
20200725:1509,565.99,747.96,52.59,30.87,3.59,0.0
20200725:1609,428.05,565.06,40.28,30.14,3.38,0.0
20200725:1709,251.21,353.32,27.87,29.11,2.83,0.0
20200725:1809,73.47,133.57,15.63,27.92,2.41,0.0
20200725:1909,5.3,17.9,3.77,25.67,2.21,0.0
20200725:2009,0.0,0.0,0.0,24.33,1.93,0.0
20200725:2109,0.0,0.0,0.0,23.53,1.59,0.0
20200725:2209,0.0,0.0,0.0,22.98,1.66,0.0
20200725:2309,0.0,0.0,0.0,22.44,1.86,0.0
20200726:0009,0.0,0.0,0.0,21.99,1.93,0.0
20200726:0109,0.0,0.0,0.0,21.64,1.79,0.0
20200726:0209,0.0,0.0,0.0,21.44,1.79,0.0
20200726:0309,0.0,0.0,0.0,21.35,1.79,0.0
20200726:0409,0.0,0.0,0.0,21.19,1.86,0.0
20200726:0509,0.0,0.0,0.0,21.03,2.0,0.0
20200726:0609,16.5,33.12,6.08,20.98,2.07,0.0
20200726:0709,81.47,144.85,18.04,22.11,2.28,0.0
20200726:0809,258.33,355.82,30.34,24.06,1.86,0.0
20200726:0909,437.38,577.4,42.76,26.42,1.24,0.0
20200726:1009,571.26,768.55,54.99,28.66,0.9,0.0
20200726:1109,658.07,902.87,66.38,30.52,1.38,0.0
20200726:1209,711.34,985.25,74.49,31.71,2.07,0.0
20200726:1309,721.27,994.11,73.34,32.15,2.69,0.0
20200726:1409,657.82,889.15,64.15,32.05,3.03,0.0
20200726:1509,572.65,760.54,52.48,31.54,3.24,0.0
20200726:1609,428.69,567.68,40.17,30.75,3.17,0.0
20200726:1709,241.78,341.15,27.76,29.88,3.03,0.0
20200726:1809,70.27,131.87,15.52,28.6,2.83,0.0
20200726:1909,4.6,17.01,3.65,26.41,2.69,0.0
20200726:2009,0.0,0.0,0.0,25.1,2.41,0.0
20200726:2109,0.0,0.0,0.0,24.37,2.07,0.0
20200726:2209,0.0,0.0,0.0,23.93,2.07,0.0
20200726:2309,0.0,0.0,0.0,23.48,2.21,0.0
20200727:0009,0.0,0.0,0.0,23.03,2.21,0.0
20200727:0109,0.0,0.0,0.0,22.61,2.07,0.0
20200727:0209,0.0,0.0,0.0,22.23,1.79,0.0
20200727:0309,0.0,0.0,0.0,21.85,1.38,0.0
20200727:0409,0.0,0.0,0.0,21.47,1.38,0.0
20200727:0509,0.0,0.0,0.0,21.29,1.52,0.0
20200727:0609,15.89,32.22,5.95,20.94,1.66,0.0
20200727:0709,81.03,144.81,17.93,21.9,1.24,0.0
20200727:0809,258.37,357.27,30.23,23.82,0.9,0.0
20200727:0909,444.55,587.12,42.65,25.7,0.9,0.0
20200727:1009,573.37,765.89,54.87,27.72,1.17,0.0
20200727:1109,661.93,900.14,66.23,29.49,1.72,0.0
20200727:1209,708.75,971.59,74.28,30.74,2.41,0.0
20200727:1309,710.43,970.42,73.14,31.31,2.9,0.0
20200727:1409,664.54,895.05,64.0,31.31,3.17,0.0
20200727:1509,576.07,762.44,52.37,30.72,3.31,0.0
20200727:1609,427.81,565.82,40.07,29.89,2.83,0.0
20200727:1709,241.89,340.52,27.66,29.07,2.48,0.0
20200727:1809,70.36,131.43,15.4,27.75,2.48,0.0
20200727:1909,3.85,15.22,3.52,25.73,2.41,0.0
20200727:2009,0.0,0.0,0.0,24.04,2.28,0.0
20200727:2109,0.0,0.0,0.0,23.07,1.79,0.0
20200727:2209,0.0,0.0,0.0,22.51,1.38,0.0
20200727:2309,0.0,0.0,0.0,21.95,1.03,0.0
20200728:0009,0.0,0.0,0.0,21.41,1.1,0.0
20200728:0109,0.0,0.0,0.0,20.88,1.38,0.0
20200728:0209,0.0,0.0,0.0,20.91,1.45,0.0
20200728:0309,0.0,0.0,0.0,20.83,1.52,0.0
20200728:0409,0.0,0.0,0.0,20.85,1.45,0.0
20200728:0509,0.0,0.0,0.0,20.75,1.31,0.0
20200728:0609,12.96,27.75,5.83,20.77,1.38,0.0
20200728:0709,87.87,133.85,17.81,21.36,1.1,0.0
20200728:0809,179.98,246.22,30.13,22.44,1.17,0.0
20200728:0909,299.61,396.74,42.54,24.44,1.31,0.0
20200728:1009,529.23,696.45,54.75,26.27,1.86,0.0
20200728:1109,676.56,908.18,66.07,27.77,2.34,0.0
20200728:1209,729.66,991.63,74.06,28.7,2.69,0.0
20200728:1309,728.06,989.58,72.94,29.41,2.9,0.0
20200728:1409,683.89,919.01,63.86,29.65,3.03,0.0
20200728:1509,583.79,770.29,52.25,29.43,3.17,0.0
20200728:1609,437.63,574.84,39.96,28.66,3.17,0.0
20200728:1709,175.39,245.5,27.54,27.44,3.24,0.0
20200728:1809,68.1,110.82,15.28,26.04,3.03,0.0
20200728:1909,1.22,8.95,3.39,24.3,2.34,0.0
20200728:2009,0.0,0.0,0.0,23.2,2.14,0.0
20200728:2109,0.0,0.0,0.0,22.58,1.86,0.0
20200728:2209,0.0,0.0,0.0,22.12,1.52,0.0
20200728:2309,0.0,0.0,0.0,21.8,1.38,0.0
20200729:0009,0.0,0.0,0.0,21.52,1.52,0.0
20200729:0109,0.0,0.0,0.0,21.31,1.59,0.0
20200729:0209,0.0,0.0,0.0,21.14,1.45,0.0
20200729:0309,0.0,0.0,0.0,20.81,1.31,0.0
20200729:0409,0.0,0.0,0.0,20.77,1.17,0.0
20200729:0509,0.0,0.0,0.0,20.72,0.97,0.0
20200729:0609,13.57,28.64,5.7,20.66,0.69,0.0
20200729:0709,85.39,130.15,17.7,21.16,0.83,0.0
20200729:0809,189.88,259.17,30.02,21.98,0.76,0.0
20200729:0909,409.46,537.04,42.43,23.32,0.69,0.0
20200729:1009,576.34,765.97,54.63,24.87,0.69,0.0
20200729:1109,664.79,904.01,65.92,27.01,1.03,0.0
20200729:1209,707.32,971.69,73.84,28.74,1.66,0.0
20200729:1309,709.37,969.44,72.73,29.61,2.28,0.0
20200729:1409,662.22,890.04,63.7,29.96,2.83,0.0
20200729:1509,561.96,741.13,52.12,29.54,3.1,0.0
20200729:1609,407.93,536.28,39.84,28.52,3.17,0.0
20200729:1709,175.09,245.46,27.43,27.43,2.97,0.0
20200729:1809,71.35,118.97,15.16,26.15,2.62,0.0
20200729:1909,2.37,11.64,3.25,24.55,2.0,0.0
20200729:2009,0.0,0.0,0.0,23.3,2.07,0.0
20200729:2109,0.0,0.0,0.0,22.48,1.79,0.0
20200729:2209,0.0,0.0,0.0,21.99,1.38,0.0
20200729:2309,0.0,0.0,0.0,21.58,1.1,0.0
20200730:0009,0.0,0.0,0.0,21.18,1.17,0.0
20200730:0109,0.0,0.0,0.0,20.82,1.03,0.0
20200730:0209,0.0,0.0,0.0,20.67,0.62,0.0
20200730:0309,0.0,0.0,0.0,21.02,0.34,0.0
20200730:0409,0.0,0.0,0.0,20.98,0.34,0.0
20200730:0509,0.0,0.0,0.0,20.88,0.69,0.0
20200730:0609,11.15,25.06,5.57,20.88,0.76,0.0
20200730:0709,66.54,102.3,17.58,21.37,0.62,0.0
20200730:0809,137.76,193.13,29.91,22.62,0.48,0.0
20200730:0909,273.38,364.16,42.32,24.33,0.97,0.0
20200730:1009,557.26,737.38,54.51,26.54,1.45,0.0
20200730:1109,655.2,884.43,65.76,28.57,1.86,0.0
20200730:1209,697.07,949.46,73.62,29.89,2.41,0.0
20200730:1309,701.97,953.13,72.51,30.59,2.97,0.0
20200730:1409,660.87,884.83,63.54,30.44,3.31,0.0
20200730:1509,569.68,752.38,51.99,30.11,3.17,0.0
20200730:1609,423.04,557.77,39.72,29.45,3.03,0.0
20200730:1709,227.83,319.84,27.3,28.67,2.41,0.0
20200730:1809,70.2,126.52,15.03,27.62,2.14,0.0
20200730:1909,1.19,9.85,3.11,26.2,2.21,0.0
20200730:2009,0.0,0.0,0.0,24.63,2.07,0.0
20200730:2109,0.0,0.0,0.0,23.8,1.72,0.0
20200730:2209,0.0,0.0,0.0,23.23,1.59,0.0
20200730:2309,0.0,0.0,0.0,22.9,1.59,0.0
20200731:0009,0.0,0.0,0.0,22.6,1.59,0.0
20200731:0109,0.0,0.0,0.0,22.21,1.1,0.0
20200731:0209,0.0,0.0,0.0,21.76,1.31,0.0
20200731:0309,0.0,0.0,0.0,21.7,1.24,0.0
20200731:0409,0.0,0.0,0.0,21.57,1.38,0.0
20200731:0509,0.0,0.0,0.0,21.58,1.31,0.0
20200731:0609,5.99,17.01,5.44,21.62,1.03,0.0
20200731:0709,77.84,119.88,17.47,22.61,1.17,0.0
20200731:0809,139.1,195.83,29.8,23.76,0.83,0.0
20200731:0909,305.16,405.97,42.21,25.48,1.03,0.0
20200731:1009,563.88,750.83,54.38,28.24,1.52,0.0
20200731:1109,654.82,887.3,65.59,30.29,2.14,0.0
20200731:1209,710.87,973.6,73.39,31.73,2.83,0.0
20200731:1309,706.45,962.3,72.29,32.05,3.31,0.0
20200731:1409,655.95,881.76,63.38,32.01,3.52,0.0
20200731:1509,560.27,742.56,51.85,31.52,3.38,0.0
20200731:1609,415.09,549.39,39.59,30.67,3.24,0.0
20200731:1709,115.39,171.02,27.17,29.59,2.76,0.0
20200731:1809,42.5,75.21,14.89,28.2,2.41,0.0
20200731:1909,0.78,8.95,2.96,26.46,2.21,0.0
20200731:2009,0.0,0.0,0.0,25.01,1.72,0.0
20200731:2109,0.0,0.0,0.0,24.22,1.31,0.0
20200731:2209,0.0,0.0,0.0,23.64,1.72,0.0
20200731:2309,0.0,0.0,0.0,23.07,1.59,0.0
20200801:0009,0.0,0.0,0.0,22.82,1.31,0.0
20200801:0109,0.0,0.0,0.0,22.56,1.24,0.0
20200801:0209,0.0,0.0,0.0,22.55,1.1,0.0
20200801:0309,0.0,0.0,0.0,22.5,0.97,0.0
20200801:0409,0.0,0.0,0.0,22.47,0.83,0.0
20200801:0509,0.0,0.0,0.0,22.47,0.69,0.0
20200801:0609,9.47,23.27,5.32,22.41,0.55,0.0
20200801:0709,80.74,126.31,17.35,23.4,1.66,0.0
20200801:0809,228.41,313.63,29.68,24.53,1.72,0.0
20200801:0909,435.44,571.57,42.1,26.46,1.86,0.0
20200801:1009,526.01,695.11,54.26,27.92,1.93,0.0
20200801:1109,568.77,762.74,65.43,29.84,2.0,0.0
20200801:1209,707.01,973.59,73.16,31.73,2.34,0.0
20200801:1309,687.64,939.75,72.06,32.83,3.03,0.0
20200801:1409,656.32,886.75,63.21,33.14,3.45,0.0
20200801:1509,556.41,742.31,51.71,32.8,3.1,0.0
20200801:1609,412.43,549.75,39.46,32.24,3.03,0.0
20200801:1709,232.95,330.47,27.04,30.9,3.1,0.0
20200801:1809,67.41,123.52,14.75,29.5,2.62,0.0
20200801:1909,0.0,6.27,2.81,27.36,2.21,0.0
20200801:2009,0.0,0.0,0.0,25.93,1.52,0.0
20200801:2109,0.0,0.0,0.0,25.2,0.69,0.0
20200801:2209,0.0,0.0,0.0,24.81,0.28,0.0
20200801:2309,0.0,0.0,0.0,23.82,0.97,0.0
20200802:0009,0.0,0.0,0.0,23.8,0.69,0.0
20200802:0109,0.0,0.0,0.0,22.86,1.38,0.0
20200802:0209,0.0,0.0,0.0,22.44,1.24,0.0
20200802:0309,0.0,0.0,0.0,23.05,0.48,0.0
20200802:0409,0.0,0.0,0.0,23.03,0.41,0.0
20200802:0509,0.0,0.0,0.0,22.39,0.83,0.0
20200802:0609,11.74,26.85,5.19,22.4,0.83,0.0
20200802:0709,80.46,140.51,17.23,23.04,0.83,0.0
20200802:0809,255.02,355.16,29.57,25.89,1.31,0.0
20200802:0909,442.54,584.61,41.98,27.92,1.79,0.0
20200802:1009,579.21,771.07,54.13,29.7,2.21,0.0
20200802:1109,676.19,915.85,65.26,31.16,2.76,0.0
20200802:1209,731.7,1000.08,72.92,31.9,3.38,0.0
20200802:1309,733.89,998.15,71.82,32.01,3.86,0.0
20200802:1409,676.39,906.18,63.03,31.73,4.0,0.0
20200802:1509,579.84,766.97,51.56,31.2,3.59,0.0
20200802:1609,420.03,556.18,39.32,30.69,3.1,0.0
20200802:1709,238.06,335.55,26.9,29.7,3.1,0.0
20200802:1809,68.67,123.84,14.61,28.02,2.9,0.0
20200802:1909,0.2,7.16,2.66,26.02,2.21,0.0
20200802:2009,0.0,0.0,0.0,24.52,2.0,0.0
20200802:2109,0.0,0.0,0.0,23.48,1.86,0.0
20200802:2209,0.0,0.0,0.0,22.7,1.72,0.0
20200802:2309,0.0,0.0,0.0,22.12,1.59,0.0
20200803:0009,0.0,0.0,0.0,21.63,1.52,0.0
20200803:0109,0.0,0.0,0.0,21.22,1.66,0.0
